movement_id,ingredient_id,movement_type,quantity,order_item_id,purchase_id,occurred_at,notes
46895,2,sale,-0.18,14760.0,,2025-02-24 12:52:00,
46896,15,sale,-1.0,14760.0,,2025-02-24 12:52:00,
46897,8,sale,-2.0,14761.0,,2025-02-24 16:00:00,
46898,9,sale,-0.08,14761.0,,2025-02-24 16:00:00,
46899,10,sale,-0.06,14761.0,,2025-02-24 16:00:00,
46900,12,sale,-0.01,14761.0,,2025-02-24 16:00:00,
46901,17,sale,-1.0,14761.0,,2025-02-24 16:00:00,
46902,1,sale,-0.04,14762.0,,2025-02-24 11:06:00,
46903,18,sale,-0.03,14762.0,,2025-02-24 11:06:00,
46904,7,sale,-0.3,14762.0,,2025-02-24 11:06:00,
46905,16,sale,-2.0,14762.0,,2025-02-24 11:06:00,
46906,1,sale,-0.036,14763.0,,2025-02-24 15:14:00,
46907,2,sale,-0.3,14763.0,,2025-02-24 15:14:00,
46908,15,sale,-2.0,14763.0,,2025-02-24 15:14:00,
46909,1,sale,-0.02,14764.0,,2025-02-24 15:14:00,
46910,15,sale,-1.0,14764.0,,2025-02-24 15:14:00,
46911,13,sale,-2.0,14765.0,,2025-02-24 08:47:00,
46912,15,sale,-2.0,14765.0,,2025-02-24 08:47:00,
46913,1,sale,-0.018,14766.0,,2025-02-24 08:47:00,
46914,2,sale,-0.15,14766.0,,2025-02-24 08:47:00,
46915,7,sale,-0.12,14766.0,,2025-02-24 08:47:00,
46916,16,sale,-1.0,14766.0,,2025-02-24 08:47:00,
46917,11,sale,-1.0,14767.0,,2025-02-24 17:40:00,
46918,17,sale,-1.0,14767.0,,2025-02-24 17:40:00,
46919,13,sale,-1.0,14768.0,,2025-02-24 12:36:00,
46920,15,sale,-1.0,14768.0,,2025-02-24 12:36:00,
46921,1,sale,-0.02,14769.0,,2025-02-24 09:19:00,
46922,18,sale,-0.015,14769.0,,2025-02-24 09:19:00,
46923,7,sale,-0.15,14769.0,,2025-02-24 09:19:00,
46924,16,sale,-1.0,14769.0,,2025-02-24 09:19:00,
46925,1,sale,-0.018,14770.0,,2025-02-24 09:19:00,
46926,2,sale,-0.15,14770.0,,2025-02-24 09:19:00,
46927,15,sale,-1.0,14770.0,,2025-02-24 09:19:00,
46928,6,sale,-0.03,14771.0,,2025-02-24 08:06:00,
46929,2,sale,-0.18,14771.0,,2025-02-24 08:06:00,
46930,15,sale,-1.0,14771.0,,2025-02-24 08:06:00,
46931,1,sale,-0.02,14772.0,,2025-02-24 08:06:00,
46932,15,sale,-1.0,14772.0,,2025-02-24 08:06:00,
46933,6,sale,-0.06,14773.0,,2025-02-24 12:16:00,
46934,2,sale,-0.36,14773.0,,2025-02-24 12:16:00,
46935,15,sale,-2.0,14773.0,,2025-02-24 12:16:00,
46936,1,sale,-0.02,14774.0,,2025-02-24 12:16:00,
46937,15,sale,-1.0,14774.0,,2025-02-24 12:16:00,
46938,6,sale,-0.03,14775.0,,2025-02-24 14:49:00,
46939,2,sale,-0.18,14775.0,,2025-02-24 14:49:00,
46940,15,sale,-1.0,14775.0,,2025-02-24 14:49:00,
46941,1,sale,-0.016,14776.0,,2025-02-24 07:17:00,
46942,2,sale,-0.1,14776.0,,2025-02-24 07:17:00,
46943,5,sale,-20.0,14776.0,,2025-02-24 07:17:00,
46944,7,sale,-0.15,14776.0,,2025-02-24 07:17:00,
46945,16,sale,-1.0,14776.0,,2025-02-24 07:17:00,
46946,11,sale,-1.0,14777.0,,2025-02-24 07:08:00,
46947,17,sale,-1.0,14777.0,,2025-02-24 07:08:00,
46948,1,sale,-0.02,14778.0,,2025-02-24 07:08:00,
46949,18,sale,-0.015,14778.0,,2025-02-24 07:08:00,
46950,7,sale,-0.15,14778.0,,2025-02-24 07:08:00,
46951,16,sale,-1.0,14778.0,,2025-02-24 07:08:00,
46952,1,sale,-0.016,14779.0,,2025-02-24 12:55:00,
46953,2,sale,-0.1,14779.0,,2025-02-24 12:55:00,
46954,5,sale,-20.0,14779.0,,2025-02-24 12:55:00,
46955,7,sale,-0.15,14779.0,,2025-02-24 12:55:00,
46956,16,sale,-1.0,14779.0,,2025-02-24 12:55:00,
46957,1,sale,-0.018,14780.0,,2025-02-24 14:50:00,
46958,2,sale,-0.15,14780.0,,2025-02-24 14:50:00,
46959,7,sale,-0.12,14780.0,,2025-02-24 14:50:00,
46960,16,sale,-1.0,14780.0,,2025-02-24 14:50:00,
46961,13,sale,-1.0,14781.0,,2025-02-24 08:19:00,
46962,15,sale,-1.0,14781.0,,2025-02-24 08:19:00,
46963,1,sale,-0.02,14782.0,,2025-02-24 08:19:00,
46964,18,sale,-0.015,14782.0,,2025-02-24 08:19:00,
46965,7,sale,-0.15,14782.0,,2025-02-24 08:19:00,
46966,16,sale,-1.0,14782.0,,2025-02-24 08:19:00,
46967,1,sale,-0.018,14783.0,,2025-02-24 08:43:00,
46968,2,sale,-0.12,14783.0,,2025-02-24 08:43:00,
46969,15,sale,-1.0,14783.0,,2025-02-24 08:43:00,
46970,14,sale,-0.25,14784.0,,2025-02-24 13:29:00,
46971,7,sale,-0.1,14784.0,,2025-02-24 13:29:00,
46972,16,sale,-1.0,14784.0,,2025-02-24 13:29:00,
46973,13,sale,-1.0,14785.0,,2025-02-24 13:29:00,
46974,15,sale,-1.0,14785.0,,2025-02-24 13:29:00,
46975,11,sale,-2.0,14786.0,,2025-02-24 09:29:00,
46976,17,sale,-2.0,14786.0,,2025-02-24 09:29:00,
46977,1,sale,-0.018,14787.0,,2025-02-24 09:29:00,
46978,2,sale,-0.12,14787.0,,2025-02-24 09:29:00,
46979,15,sale,-1.0,14787.0,,2025-02-24 09:29:00,
46980,14,sale,-0.25,14788.0,,2025-02-24 13:19:00,
46981,7,sale,-0.1,14788.0,,2025-02-24 13:19:00,
46982,16,sale,-1.0,14788.0,,2025-02-24 13:19:00,
46983,1,sale,-0.018,14789.0,,2025-02-24 13:19:00,
46984,2,sale,-0.15,14789.0,,2025-02-24 13:19:00,
46985,15,sale,-1.0,14789.0,,2025-02-24 13:19:00,
46986,14,sale,-0.25,14790.0,,2025-02-24 18:41:00,
46987,7,sale,-0.1,14790.0,,2025-02-24 18:41:00,
46988,16,sale,-1.0,14790.0,,2025-02-24 18:41:00,
46989,14,sale,-0.25,14791.0,,2025-02-24 16:57:00,
46990,7,sale,-0.1,14791.0,,2025-02-24 16:57:00,
46991,16,sale,-1.0,14791.0,,2025-02-24 16:57:00,
46992,1,sale,-0.018,14792.0,,2025-02-24 18:20:00,
46993,2,sale,-0.15,14792.0,,2025-02-24 18:20:00,
46994,7,sale,-0.12,14792.0,,2025-02-24 18:20:00,
46995,16,sale,-1.0,14792.0,,2025-02-24 18:20:00,
46996,13,sale,-1.0,14793.0,,2025-02-24 16:39:00,
46997,7,sale,-0.12,14793.0,,2025-02-24 16:39:00,
46998,16,sale,-1.0,14793.0,,2025-02-24 16:39:00,
46999,1,sale,-0.02,14794.0,,2025-02-24 16:14:00,
47000,15,sale,-1.0,14794.0,,2025-02-24 16:14:00,
47001,1,sale,-0.02,14795.0,,2025-02-24 18:37:00,
47002,15,sale,-1.0,14795.0,,2025-02-24 18:37:00,
47003,1,sale,-0.016,14796.0,,2025-02-24 17:17:00,
47004,2,sale,-0.1,14796.0,,2025-02-24 17:17:00,
47005,5,sale,-20.0,14796.0,,2025-02-24 17:17:00,
47006,7,sale,-0.15,14796.0,,2025-02-24 17:17:00,
47007,16,sale,-1.0,14796.0,,2025-02-24 17:17:00,
47008,1,sale,-0.04,14797.0,,2025-02-24 17:17:00,
47009,15,sale,-2.0,14797.0,,2025-02-24 17:17:00,
47010,11,sale,-1.0,14798.0,,2025-02-24 19:51:00,
47011,17,sale,-1.0,14798.0,,2025-02-24 19:51:00,
47012,1,sale,-0.016,14799.0,,2025-02-24 19:51:00,
47013,2,sale,-0.1,14799.0,,2025-02-24 19:51:00,
47014,5,sale,-20.0,14799.0,,2025-02-24 19:51:00,
47015,7,sale,-0.15,14799.0,,2025-02-24 19:51:00,
47016,16,sale,-1.0,14799.0,,2025-02-24 19:51:00,
47017,1,sale,-0.04,14800.0,,2025-02-24 11:58:00,
47018,15,sale,-2.0,14800.0,,2025-02-24 11:58:00,
47019,6,sale,-0.03,14801.0,,2025-02-24 08:00:00,
47020,2,sale,-0.18,14801.0,,2025-02-24 08:00:00,
47021,15,sale,-1.0,14801.0,,2025-02-24 08:00:00,
47022,1,sale,-0.018,14802.0,,2025-02-24 08:00:00,
47023,2,sale,-0.12,14802.0,,2025-02-24 08:00:00,
47024,15,sale,-1.0,14802.0,,2025-02-24 08:00:00,
47025,14,sale,-0.25,14803.0,,2025-02-24 09:17:00,
47026,7,sale,-0.1,14803.0,,2025-02-24 09:17:00,
47027,16,sale,-1.0,14803.0,,2025-02-24 09:17:00,
47028,13,sale,-1.0,14804.0,,2025-02-24 09:17:00,
47029,15,sale,-1.0,14804.0,,2025-02-24 09:17:00,
47030,13,sale,-1.0,14805.0,,2025-02-24 09:17:00,
47031,7,sale,-0.12,14805.0,,2025-02-24 09:17:00,
47032,16,sale,-1.0,14805.0,,2025-02-24 09:17:00,
47033,13,sale,-1.0,14806.0,,2025-02-25 07:58:00,
47034,15,sale,-1.0,14806.0,,2025-02-25 07:58:00,
47035,1,sale,-0.018,14807.0,,2025-02-25 20:30:00,
47036,2,sale,-0.15,14807.0,,2025-02-25 20:30:00,
47037,15,sale,-1.0,14807.0,,2025-02-25 20:30:00,
47038,1,sale,-0.018,14808.0,,2025-02-25 09:25:00,
47039,2,sale,-0.12,14808.0,,2025-02-25 09:25:00,
47040,15,sale,-1.0,14808.0,,2025-02-25 09:25:00,
47041,1,sale,-0.02,14809.0,,2025-02-25 09:25:00,
47042,15,sale,-1.0,14809.0,,2025-02-25 09:25:00,
47043,11,sale,-2.0,14810.0,,2025-02-25 16:43:00,
47044,17,sale,-2.0,14810.0,,2025-02-25 16:43:00,
47045,6,sale,-0.03,14811.0,,2025-02-25 16:43:00,
47046,2,sale,-0.18,14811.0,,2025-02-25 16:43:00,
47047,15,sale,-1.0,14811.0,,2025-02-25 16:43:00,
47048,13,sale,-1.0,14812.0,,2025-02-25 16:43:00,
47049,15,sale,-1.0,14812.0,,2025-02-25 16:43:00,
47050,13,sale,-2.0,14813.0,,2025-02-25 14:27:00,
47051,15,sale,-2.0,14813.0,,2025-02-25 14:27:00,
47052,1,sale,-0.018,14814.0,,2025-02-25 14:36:00,
47053,2,sale,-0.15,14814.0,,2025-02-25 14:36:00,
47054,15,sale,-1.0,14814.0,,2025-02-25 14:36:00,
47055,1,sale,-0.02,14815.0,,2025-02-25 16:17:00,
47056,15,sale,-1.0,14815.0,,2025-02-25 16:17:00,
47057,1,sale,-0.018,14816.0,,2025-02-25 10:05:00,
47058,2,sale,-0.15,14816.0,,2025-02-25 10:05:00,
47059,7,sale,-0.12,14816.0,,2025-02-25 10:05:00,
47060,16,sale,-1.0,14816.0,,2025-02-25 10:05:00,
47061,1,sale,-0.018,14817.0,,2025-02-25 08:36:00,
47062,2,sale,-0.15,14817.0,,2025-02-25 08:36:00,
47063,7,sale,-0.12,14817.0,,2025-02-25 08:36:00,
47064,16,sale,-1.0,14817.0,,2025-02-25 08:36:00,
47065,8,sale,-2.0,14818.0,,2025-02-25 08:36:00,
47066,9,sale,-0.08,14818.0,,2025-02-25 08:36:00,
47067,10,sale,-0.06,14818.0,,2025-02-25 08:36:00,
47068,12,sale,-0.01,14818.0,,2025-02-25 08:36:00,
47069,17,sale,-1.0,14818.0,,2025-02-25 08:36:00,
47070,13,sale,-1.0,14819.0,,2025-02-25 13:27:00,
47071,15,sale,-1.0,14819.0,,2025-02-25 13:27:00,
47072,1,sale,-0.02,14820.0,,2025-02-25 13:27:00,
47073,15,sale,-1.0,14820.0,,2025-02-25 13:27:00,
47074,1,sale,-0.018,14821.0,,2025-02-25 10:12:00,
47075,2,sale,-0.12,14821.0,,2025-02-25 10:12:00,
47076,15,sale,-1.0,14821.0,,2025-02-25 10:12:00,
47077,11,sale,-1.0,14822.0,,2025-02-25 10:12:00,
47078,17,sale,-1.0,14822.0,,2025-02-25 10:12:00,
47079,13,sale,-1.0,14823.0,,2025-02-25 20:05:00,
47080,7,sale,-0.12,14823.0,,2025-02-25 20:05:00,
47081,16,sale,-1.0,14823.0,,2025-02-25 20:05:00,
47082,1,sale,-0.036,14824.0,,2025-02-25 20:05:00,
47083,2,sale,-0.24,14824.0,,2025-02-25 20:05:00,
47084,15,sale,-2.0,14824.0,,2025-02-25 20:05:00,
47085,1,sale,-0.02,14825.0,,2025-02-25 11:31:00,
47086,18,sale,-0.015,14825.0,,2025-02-25 11:31:00,
47087,7,sale,-0.15,14825.0,,2025-02-25 11:31:00,
47088,16,sale,-1.0,14825.0,,2025-02-25 11:31:00,
47089,13,sale,-2.0,14826.0,,2025-02-25 15:37:00,
47090,15,sale,-2.0,14826.0,,2025-02-25 15:37:00,
47091,11,sale,-1.0,14827.0,,2025-02-25 15:37:00,
47092,17,sale,-1.0,14827.0,,2025-02-25 15:37:00,
47093,1,sale,-0.018,14828.0,,2025-02-25 17:33:00,
47094,2,sale,-0.12,14828.0,,2025-02-25 17:33:00,
47095,15,sale,-1.0,14828.0,,2025-02-25 17:33:00,
47096,1,sale,-0.02,14829.0,,2025-02-25 13:06:00,
47097,15,sale,-1.0,14829.0,,2025-02-25 13:06:00,
47098,1,sale,-0.018,14830.0,,2025-02-25 13:06:00,
47099,2,sale,-0.12,14830.0,,2025-02-25 13:06:00,
47100,15,sale,-1.0,14830.0,,2025-02-25 13:06:00,
47101,11,sale,-1.0,14831.0,,2025-02-25 13:06:00,
47102,17,sale,-1.0,14831.0,,2025-02-25 13:06:00,
47103,1,sale,-0.018,14832.0,,2025-02-25 09:08:00,
47104,2,sale,-0.15,14832.0,,2025-02-25 09:08:00,
47105,7,sale,-0.12,14832.0,,2025-02-25 09:08:00,
47106,16,sale,-1.0,14832.0,,2025-02-25 09:08:00,
47107,13,sale,-1.0,14833.0,,2025-02-25 12:35:00,
47108,15,sale,-1.0,14833.0,,2025-02-25 12:35:00,
47109,1,sale,-0.018,14834.0,,2025-02-25 18:04:00,
47110,2,sale,-0.15,14834.0,,2025-02-25 18:04:00,
47111,15,sale,-1.0,14834.0,,2025-02-25 18:04:00,
47112,13,sale,-1.0,14835.0,,2025-02-25 18:04:00,
47113,15,sale,-1.0,14835.0,,2025-02-25 18:04:00,
47114,1,sale,-0.018,14836.0,,2025-02-25 10:27:00,
47115,2,sale,-0.15,14836.0,,2025-02-25 10:27:00,
47116,15,sale,-1.0,14836.0,,2025-02-25 10:27:00,
47117,6,sale,-0.06,14837.0,,2025-02-25 12:09:00,
47118,2,sale,-0.36,14837.0,,2025-02-25 12:09:00,
47119,15,sale,-2.0,14837.0,,2025-02-25 12:09:00,
47120,1,sale,-0.016,14838.0,,2025-02-25 11:20:00,
47121,2,sale,-0.1,14838.0,,2025-02-25 11:20:00,
47122,5,sale,-20.0,14838.0,,2025-02-25 11:20:00,
47123,7,sale,-0.15,14838.0,,2025-02-25 11:20:00,
47124,16,sale,-1.0,14838.0,,2025-02-25 11:20:00,
47125,1,sale,-0.018,14839.0,,2025-02-25 11:20:00,
47126,2,sale,-0.12,14839.0,,2025-02-25 11:20:00,
47127,15,sale,-1.0,14839.0,,2025-02-25 11:20:00,
47128,6,sale,-0.03,14840.0,,2025-02-25 16:45:00,
47129,2,sale,-0.18,14840.0,,2025-02-25 16:45:00,
47130,15,sale,-1.0,14840.0,,2025-02-25 16:45:00,
47131,14,sale,-0.25,14841.0,,2025-02-25 15:53:00,
47132,7,sale,-0.1,14841.0,,2025-02-25 15:53:00,
47133,16,sale,-1.0,14841.0,,2025-02-25 15:53:00,
47134,13,sale,-1.0,14842.0,,2025-02-25 15:53:00,
47135,7,sale,-0.12,14842.0,,2025-02-25 15:53:00,
47136,16,sale,-1.0,14842.0,,2025-02-25 15:53:00,
47137,11,sale,-1.0,14843.0,,2025-02-25 14:26:00,
47138,17,sale,-1.0,14843.0,,2025-02-25 14:26:00,
47139,13,sale,-1.0,14844.0,,2025-02-25 14:26:00,
47140,7,sale,-0.12,14844.0,,2025-02-25 14:26:00,
47141,16,sale,-1.0,14844.0,,2025-02-25 14:26:00,
47142,1,sale,-0.04,14845.0,,2025-02-25 17:19:00,
47143,18,sale,-0.03,14845.0,,2025-02-25 17:19:00,
47144,7,sale,-0.3,14845.0,,2025-02-25 17:19:00,
47145,16,sale,-2.0,14845.0,,2025-02-25 17:19:00,
47146,6,sale,-0.03,14846.0,,2025-02-25 17:19:00,
47147,2,sale,-0.18,14846.0,,2025-02-25 17:19:00,
47148,15,sale,-1.0,14846.0,,2025-02-25 17:19:00,
47149,1,sale,-0.02,14847.0,,2025-02-25 09:34:00,
47150,18,sale,-0.015,14847.0,,2025-02-25 09:34:00,
47151,7,sale,-0.15,14847.0,,2025-02-25 09:34:00,
47152,16,sale,-1.0,14847.0,,2025-02-25 09:34:00,
47153,11,sale,-1.0,14848.0,,2025-02-25 13:10:00,
47154,17,sale,-1.0,14848.0,,2025-02-25 13:10:00,
47155,1,sale,-0.036,14849.0,,2025-02-25 13:10:00,
47156,2,sale,-0.3,14849.0,,2025-02-25 13:10:00,
47157,15,sale,-2.0,14849.0,,2025-02-25 13:10:00,
47158,1,sale,-0.018,14850.0,,2025-02-25 17:30:00,
47159,2,sale,-0.12,14850.0,,2025-02-25 17:30:00,
47160,15,sale,-1.0,14850.0,,2025-02-25 17:30:00,
47161,1,sale,-0.018,14851.0,,2025-02-25 14:15:00,
47162,2,sale,-0.15,14851.0,,2025-02-25 14:15:00,
47163,7,sale,-0.12,14851.0,,2025-02-25 14:15:00,
47164,16,sale,-1.0,14851.0,,2025-02-25 14:15:00,
47165,1,sale,-0.018,14852.0,,2025-02-25 14:15:00,
47166,2,sale,-0.15,14852.0,,2025-02-25 14:15:00,
47167,15,sale,-1.0,14852.0,,2025-02-25 14:15:00,
47168,8,sale,-2.0,14853.0,,2025-02-25 11:59:00,
47169,9,sale,-0.08,14853.0,,2025-02-25 11:59:00,
47170,10,sale,-0.06,14853.0,,2025-02-25 11:59:00,
47171,12,sale,-0.01,14853.0,,2025-02-25 11:59:00,
47172,17,sale,-1.0,14853.0,,2025-02-25 11:59:00,
47173,1,sale,-0.018,14854.0,,2025-02-25 13:29:00,
47174,2,sale,-0.12,14854.0,,2025-02-25 13:29:00,
47175,15,sale,-1.0,14854.0,,2025-02-25 13:29:00,
47176,6,sale,-0.03,14855.0,,2025-02-25 13:29:00,
47177,2,sale,-0.18,14855.0,,2025-02-25 13:29:00,
47178,15,sale,-1.0,14855.0,,2025-02-25 13:29:00,
47179,1,sale,-0.02,14856.0,,2025-02-25 12:53:00,
47180,15,sale,-1.0,14856.0,,2025-02-25 12:53:00,
47181,1,sale,-0.02,14857.0,,2025-02-25 14:46:00,
47182,15,sale,-1.0,14857.0,,2025-02-25 14:46:00,
47183,1,sale,-0.02,14858.0,,2025-02-25 14:46:00,
47184,15,sale,-1.0,14858.0,,2025-02-25 14:46:00,
47185,6,sale,-0.03,14859.0,,2025-02-25 07:44:00,
47186,2,sale,-0.18,14859.0,,2025-02-25 07:44:00,
47187,15,sale,-1.0,14859.0,,2025-02-25 07:44:00,
47188,8,sale,-2.0,14860.0,,2025-02-25 13:43:00,
47189,9,sale,-0.08,14860.0,,2025-02-25 13:43:00,
47190,10,sale,-0.06,14860.0,,2025-02-25 13:43:00,
47191,12,sale,-0.01,14860.0,,2025-02-25 13:43:00,
47192,17,sale,-1.0,14860.0,,2025-02-25 13:43:00,
47193,1,sale,-0.018,14861.0,,2025-02-25 13:43:00,
47194,2,sale,-0.12,14861.0,,2025-02-25 13:43:00,
47195,15,sale,-1.0,14861.0,,2025-02-25 13:43:00,
47196,1,sale,-0.032,14862.0,,2025-02-25 13:43:00,
47197,2,sale,-0.2,14862.0,,2025-02-25 13:43:00,
47198,5,sale,-40.0,14862.0,,2025-02-25 13:43:00,
47199,7,sale,-0.3,14862.0,,2025-02-25 13:43:00,
47200,16,sale,-2.0,14862.0,,2025-02-25 13:43:00,
47201,13,sale,-1.0,14863.0,,2025-02-25 08:29:00,
47202,15,sale,-1.0,14863.0,,2025-02-25 08:29:00,
47203,1,sale,-0.016,14864.0,,2025-02-25 08:29:00,
47204,2,sale,-0.1,14864.0,,2025-02-25 08:29:00,
47205,5,sale,-20.0,14864.0,,2025-02-25 08:29:00,
47206,7,sale,-0.15,14864.0,,2025-02-25 08:29:00,
47207,16,sale,-1.0,14864.0,,2025-02-25 08:29:00,
47208,13,sale,-1.0,14865.0,,2025-02-26 16:30:00,
47209,15,sale,-1.0,14865.0,,2025-02-26 16:30:00,
47210,11,sale,-2.0,14866.0,,2025-02-26 16:30:00,
47211,17,sale,-2.0,14866.0,,2025-02-26 16:30:00,
47212,13,sale,-2.0,14867.0,,2025-02-26 16:30:00,
47213,15,sale,-2.0,14867.0,,2025-02-26 16:30:00,
47214,14,sale,-0.25,14868.0,,2025-02-26 08:33:00,
47215,7,sale,-0.1,14868.0,,2025-02-26 08:33:00,
47216,16,sale,-1.0,14868.0,,2025-02-26 08:33:00,
47217,13,sale,-1.0,14869.0,,2025-02-26 14:08:00,
47218,15,sale,-1.0,14869.0,,2025-02-26 14:08:00,
47219,13,sale,-1.0,14870.0,,2025-02-26 19:46:00,
47220,15,sale,-1.0,14870.0,,2025-02-26 19:46:00,
47221,1,sale,-0.018,14871.0,,2025-02-26 19:46:00,
47222,2,sale,-0.15,14871.0,,2025-02-26 19:46:00,
47223,15,sale,-1.0,14871.0,,2025-02-26 19:46:00,
47224,13,sale,-2.0,14872.0,,2025-02-26 12:39:00,
47225,15,sale,-2.0,14872.0,,2025-02-26 12:39:00,
47226,11,sale,-1.0,14873.0,,2025-02-26 12:39:00,
47227,17,sale,-1.0,14873.0,,2025-02-26 12:39:00,
47228,13,sale,-1.0,14874.0,,2025-02-26 12:37:00,
47229,7,sale,-0.12,14874.0,,2025-02-26 12:37:00,
47230,16,sale,-1.0,14874.0,,2025-02-26 12:37:00,
47231,1,sale,-0.02,14875.0,,2025-02-26 12:09:00,
47232,15,sale,-1.0,14875.0,,2025-02-26 12:09:00,
47233,1,sale,-0.018,14876.0,,2025-02-26 18:01:00,
47234,2,sale,-0.15,14876.0,,2025-02-26 18:01:00,
47235,7,sale,-0.12,14876.0,,2025-02-26 18:01:00,
47236,16,sale,-1.0,14876.0,,2025-02-26 18:01:00,
47237,1,sale,-0.018,14877.0,,2025-02-26 15:41:00,
47238,2,sale,-0.15,14877.0,,2025-02-26 15:41:00,
47239,15,sale,-1.0,14877.0,,2025-02-26 15:41:00,
47240,13,sale,-1.0,14878.0,,2025-02-26 15:41:00,
47241,7,sale,-0.12,14878.0,,2025-02-26 15:41:00,
47242,16,sale,-1.0,14878.0,,2025-02-26 15:41:00,
47243,1,sale,-0.02,14879.0,,2025-02-26 12:49:00,
47244,15,sale,-1.0,14879.0,,2025-02-26 12:49:00,
47245,8,sale,-2.0,14880.0,,2025-02-26 12:49:00,
47246,9,sale,-0.08,14880.0,,2025-02-26 12:49:00,
47247,10,sale,-0.06,14880.0,,2025-02-26 12:49:00,
47248,12,sale,-0.01,14880.0,,2025-02-26 12:49:00,
47249,17,sale,-1.0,14880.0,,2025-02-26 12:49:00,
47250,13,sale,-1.0,14881.0,,2025-02-26 12:02:00,
47251,7,sale,-0.12,14881.0,,2025-02-26 12:02:00,
47252,16,sale,-1.0,14881.0,,2025-02-26 12:02:00,
47253,13,sale,-1.0,14882.0,,2025-02-26 12:02:00,
47254,7,sale,-0.12,14882.0,,2025-02-26 12:02:00,
47255,16,sale,-1.0,14882.0,,2025-02-26 12:02:00,
47256,13,sale,-1.0,14883.0,,2025-02-26 15:50:00,
47257,7,sale,-0.12,14883.0,,2025-02-26 15:50:00,
47258,16,sale,-1.0,14883.0,,2025-02-26 15:50:00,
47259,1,sale,-0.02,14884.0,,2025-02-26 08:04:00,
47260,18,sale,-0.015,14884.0,,2025-02-26 08:04:00,
47261,7,sale,-0.15,14884.0,,2025-02-26 08:04:00,
47262,16,sale,-1.0,14884.0,,2025-02-26 08:04:00,
47263,13,sale,-1.0,14885.0,,2025-02-26 19:27:00,
47264,15,sale,-1.0,14885.0,,2025-02-26 19:27:00,
47265,1,sale,-0.016,14886.0,,2025-02-26 18:42:00,
47266,2,sale,-0.1,14886.0,,2025-02-26 18:42:00,
47267,5,sale,-20.0,14886.0,,2025-02-26 18:42:00,
47268,7,sale,-0.15,14886.0,,2025-02-26 18:42:00,
47269,16,sale,-1.0,14886.0,,2025-02-26 18:42:00,
47270,13,sale,-1.0,14887.0,,2025-02-26 18:42:00,
47271,15,sale,-1.0,14887.0,,2025-02-26 18:42:00,
47272,1,sale,-0.018,14888.0,,2025-02-26 12:58:00,
47273,2,sale,-0.15,14888.0,,2025-02-26 12:58:00,
47274,7,sale,-0.12,14888.0,,2025-02-26 12:58:00,
47275,16,sale,-1.0,14888.0,,2025-02-26 12:58:00,
47276,1,sale,-0.018,14889.0,,2025-02-26 09:10:00,
47277,2,sale,-0.15,14889.0,,2025-02-26 09:10:00,
47278,15,sale,-1.0,14889.0,,2025-02-26 09:10:00,
47279,8,sale,-4.0,14890.0,,2025-02-26 09:10:00,
47280,9,sale,-0.16,14890.0,,2025-02-26 09:10:00,
47281,10,sale,-0.12,14890.0,,2025-02-26 09:10:00,
47282,12,sale,-0.02,14890.0,,2025-02-26 09:10:00,
47283,17,sale,-2.0,14890.0,,2025-02-26 09:10:00,
47284,1,sale,-0.018,14891.0,,2025-02-26 14:20:00,
47285,2,sale,-0.12,14891.0,,2025-02-26 14:20:00,
47286,15,sale,-1.0,14891.0,,2025-02-26 14:20:00,
47287,13,sale,-2.0,14892.0,,2025-02-26 14:20:00,
47288,15,sale,-2.0,14892.0,,2025-02-26 14:20:00,
47289,13,sale,-1.0,14893.0,,2025-02-26 17:36:00,
47290,15,sale,-1.0,14893.0,,2025-02-26 17:36:00,
47291,13,sale,-1.0,14894.0,,2025-02-26 09:09:00,
47292,7,sale,-0.12,14894.0,,2025-02-26 09:09:00,
47293,16,sale,-1.0,14894.0,,2025-02-26 09:09:00,
47294,1,sale,-0.018,14895.0,,2025-02-26 09:09:00,
47295,2,sale,-0.15,14895.0,,2025-02-26 09:09:00,
47296,15,sale,-1.0,14895.0,,2025-02-26 09:09:00,
47297,1,sale,-0.018,14896.0,,2025-02-26 13:36:00,
47298,2,sale,-0.12,14896.0,,2025-02-26 13:36:00,
47299,15,sale,-1.0,14896.0,,2025-02-26 13:36:00,
47300,1,sale,-0.018,14897.0,,2025-02-26 13:36:00,
47301,2,sale,-0.15,14897.0,,2025-02-26 13:36:00,
47302,7,sale,-0.12,14897.0,,2025-02-26 13:36:00,
47303,16,sale,-1.0,14897.0,,2025-02-26 13:36:00,
47304,1,sale,-0.018,14898.0,,2025-02-26 09:54:00,
47305,2,sale,-0.12,14898.0,,2025-02-26 09:54:00,
47306,15,sale,-1.0,14898.0,,2025-02-26 09:54:00,
47307,6,sale,-0.03,14899.0,,2025-02-26 09:54:00,
47308,2,sale,-0.18,14899.0,,2025-02-26 09:54:00,
47309,15,sale,-1.0,14899.0,,2025-02-26 09:54:00,
47310,1,sale,-0.016,14900.0,,2025-02-26 19:24:00,
47311,2,sale,-0.1,14900.0,,2025-02-26 19:24:00,
47312,5,sale,-20.0,14900.0,,2025-02-26 19:24:00,
47313,7,sale,-0.15,14900.0,,2025-02-26 19:24:00,
47314,16,sale,-1.0,14900.0,,2025-02-26 19:24:00,
47315,1,sale,-0.016,14901.0,,2025-02-26 13:04:00,
47316,2,sale,-0.1,14901.0,,2025-02-26 13:04:00,
