order_id,branch_id,created_at,in_or_out,payment_method
10727,2,2025-03-17 17:59:00,dine_in,cash
10728,2,2025-03-17 12:54:00,takeout,card
10729,2,2025-03-17 19:04:00,dine_in,card
10730,2,2025-03-17 17:00:00,takeout,card
10731,2,2025-03-17 14:03:00,dine_in,card
10732,2,2025-03-17 12:54:00,dine_in,card
10733,1,2025-03-18 13:31:00,dine_in,card
10734,1,2025-03-18 12:12:00,takeout,card
10735,1,2025-03-18 10:49:00,takeout,cash
10736,1,2025-03-18 12:47:00,dine_in,card
10737,1,2025-03-18 13:04:00,takeout,cash
10738,1,2025-03-18 11:42:00,dine_in,card
10739,1,2025-03-18 13:35:00,takeout,card
10740,1,2025-03-18 09:11:00,takeout,card
10741,1,2025-03-18 11:21:00,takeout,card
10742,1,2025-03-18 16:41:00,dine_in,cash
10743,1,2025-03-18 10:27:00,takeout,card
10744,1,2025-03-18 07:08:00,dine_in,card
10745,1,2025-03-18 09:05:00,dine_in,cash
10746,1,2025-03-18 19:16:00,dine_in,cash
10747,1,2025-03-18 12:13:00,dine_in,card
10748,1,2025-03-18 16:54:00,dine_in,cash
10749,1,2025-03-18 08:28:00,takeout,card
10750,1,2025-03-18 14:42:00,dine_in,cash
10751,1,2025-03-18 16:44:00,dine_in,cash
10752,1,2025-03-18 12:15:00,dine_in,cash
10753,2,2025-03-18 17:37:00,dine_in,card
10754,2,2025-03-18 19:29:00,dine_in,cash
10755,2,2025-03-18 11:30:00,takeout,card
10756,2,2025-03-18 09:32:00,takeout,cash
10757,2,2025-03-18 07:57:00,takeout,card
10758,2,2025-03-18 14:15:00,dine_in,card
10759,2,2025-03-18 14:19:00,dine_in,card
10760,2,2025-03-18 14:53:00,dine_in,cash
10761,2,2025-03-18 12:26:00,dine_in,card
10762,2,2025-03-18 12:37:00,takeout,cash
10763,2,2025-03-18 17:30:00,dine_in,cash
10764,2,2025-03-18 13:29:00,dine_in,card
10765,2,2025-03-18 09:04:00,dine_in,card
10766,2,2025-03-18 08:25:00,takeout,card
10767,2,2025-03-18 13:02:00,dine_in,card
10768,2,2025-03-18 12:07:00,dine_in,cash
10769,2,2025-03-18 17:01:00,takeout,card
10770,2,2025-03-18 19:12:00,takeout,cash
10771,2,2025-03-18 09:50:00,dine_in,cash
10772,2,2025-03-18 11:31:00,takeout,cash
10773,2,2025-03-18 13:40:00,dine_in,card
10774,2,2025-03-18 08:30:00,dine_in,cash
10775,2,2025-03-18 13:36:00,takeout,cash
10776,2,2025-03-18 12:19:00,dine_in,cash
10777,2,2025-03-18 19:49:00,takeout,cash
10778,1,2025-03-19 11:04:00,takeout,card
10779,1,2025-03-19 16:51:00,dine_in,card
10780,1,2025-03-19 16:24:00,takeout,cash
10781,1,2025-03-19 08:39:00,dine_in,cash
10782,1,2025-03-19 15:48:00,dine_in,cash
10783,1,2025-03-19 18:31:00,takeout,card
10784,1,2025-03-19 18:40:00,takeout,card
10785,1,2025-03-19 13:12:00,dine_in,cash
10786,1,2025-03-19 11:12:00,dine_in,card
10787,1,2025-03-19 11:02:00,takeout,card
10788,1,2025-03-19 11:00:00,dine_in,cash
10789,1,2025-03-19 10:53:00,dine_in,cash
10790,1,2025-03-19 07:41:00,dine_in,card
10791,1,2025-03-19 16:55:00,dine_in,cash
10792,1,2025-03-19 16:14:00,takeout,cash
10793,1,2025-03-19 07:08:00,dine_in,card
10794,1,2025-03-19 18:48:00,dine_in,card
10795,1,2025-03-19 17:43:00,takeout,cash
10796,1,2025-03-19 14:43:00,dine_in,cash
10797,1,2025-03-19 15:29:00,dine_in,card
10798,1,2025-03-19 16:14:00,dine_in,card
10799,1,2025-03-19 10:05:00,takeout,card
10800,2,2025-03-19 11:59:00,takeout,cash
10801,2,2025-03-19 10:26:00,takeout,card
10802,2,2025-03-19 13:28:00,takeout,cash
10803,2,2025-03-19 08:45:00,dine_in,card
10804,2,2025-03-19 16:13:00,dine_in,card
10805,2,2025-03-19 09:27:00,dine_in,card
10806,2,2025-03-19 17:28:00,takeout,card
10807,2,2025-03-19 20:10:00,takeout,card
10808,2,2025-03-19 13:44:00,dine_in,cash
10809,2,2025-03-19 09:45:00,dine_in,cash
10810,2,2025-03-19 15:52:00,dine_in,card
10811,2,2025-03-19 15:30:00,dine_in,cash
10812,2,2025-03-19 15:32:00,takeout,card
10813,2,2025-03-19 07:14:00,dine_in,card
10814,2,2025-03-19 18:51:00,takeout,cash
10815,2,2025-03-19 11:47:00,dine_in,card
10816,2,2025-03-19 14:33:00,dine_in,cash
10817,2,2025-03-19 13:22:00,takeout,cash
10818,2,2025-03-19 11:52:00,takeout,cash
10819,2,2025-03-19 08:02:00,takeout,cash
10820,2,2025-03-19 10:52:00,takeout,cash
10821,2,2025-03-19 13:39:00,takeout,card
10822,2,2025-03-19 09:12:00,dine_in,card
10823,1,2025-03-20 13:06:00,dine_in,card
10824,1,2025-03-20 14:24:00,takeout,card
10825,1,2025-03-20 17:10:00,takeout,card
10826,1,2025-03-20 14:47:00,dine_in,card
10827,1,2025-03-20 15:34:00,takeout,card
10828,1,2025-03-20 15:38:00,takeout,cash
10829,1,2025-03-20 20:07:00,takeout,card
10830,1,2025-03-20 13:00:00,takeout,card
10831,1,2025-03-20 12:43:00,dine_in,card
10832,1,2025-03-20 14:07:00,dine_in,card
10833,1,2025-03-20 18:37:00,takeout,card
10834,1,2025-03-20 11:09:00,dine_in,cash
10835,1,2025-03-20 08:21:00,takeout,card
10836,1,2025-03-20 09:53:00,takeout,card
10837,1,2025-03-20 08:17:00,takeout,card
10838,1,2025-03-20 19:09:00,dine_in,cash
10839,1,2025-03-20 13:41:00,dine_in,card
10840,1,2025-03-20 16:38:00,takeout,cash
10841,1,2025-03-20 10:29:00,dine_in,cash
10842,1,2025-03-20 10:05:00,takeout,card
10843,1,2025-03-20 08:02:00,takeout,card
10844,1,2025-03-20 16:48:00,takeout,card
10845,1,2025-03-20 07:31:00,dine_in,cash
10846,1,2025-03-20 12:17:00,dine_in,cash
10847,1,2025-03-20 10:46:00,dine_in,card
10848,1,2025-03-20 10:13:00,dine_in,cash
10849,1,2025-03-20 19:46:00,takeout,cash
10850,1,2025-03-20 16:09:00,takeout,cash
10851,1,2025-03-20 09:58:00,dine_in,card
10852,1,2025-03-20 15:49:00,dine_in,cash
10853,1,2025-03-20 10:19:00,takeout,cash
10854,1,2025-03-20 11:28:00,dine_in,card
10855,1,2025-03-20 10:59:00,takeout,cash
10856,1,2025-03-20 12:11:00,dine_in,card
10857,2,2025-03-20 20:42:00,takeout,card
10858,2,2025-03-20 16:36:00,takeout,card
10859,2,2025-03-20 11:28:00,takeout,cash
10860,2,2025-03-20 10:31:00,dine_in,cash
10861,2,2025-03-20 14:47:00,dine_in,card
10862,2,2025-03-20 16:47:00,dine_in,card
10863,2,2025-03-20 08:22:00,dine_in,card
10864,2,2025-03-20 20:26:00,dine_in,card
10865,2,2025-03-20 10:14:00,dine_in,cash
10866,2,2025-03-20 09:22:00,takeout,cash
10867,2,2025-03-20 19:09:00,takeout,card
10868,2,2025-03-20 16:13:00,takeout,card
10869,2,2025-03-20 13:54:00,takeout,cash
10870,2,2025-03-20 20:17:00,takeout,card
10871,2,2025-03-20 11:24:00,dine_in,cash
10872,2,2025-03-20 13:46:00,dine_in,card
10873,2,2025-03-20 15:31:00,dine_in,cash
10874,2,2025-03-20 19:49:00,dine_in,card
10875,2,2025-03-20 13:47:00,dine_in,card
10876,2,2025-03-20 08:32:00,dine_in,cash
10877,2,2025-03-20 10:50:00,takeout,cash
10878,2,2025-03-20 09:09:00,dine_in,card
10879,2,2025-03-20 09:08:00,dine_in,cash
10880,1,2025-03-21 12:01:00,dine_in,cash
10881,1,2025-03-21 18:20:00,dine_in,cash
10882,1,2025-03-21 12:42:00,takeout,cash
10883,1,2025-03-21 17:38:00,takeout,card
10884,1,2025-03-21 08:28:00,takeout,card
10885,1,2025-03-21 13:11:00,takeout,cash
10886,1,2025-03-21 10:20:00,takeout,card
10887,1,2025-03-21 10:42:00,dine_in,cash
10888,1,2025-03-21 13:17:00,takeout,cash
10889,1,2025-03-21 17:23:00,dine_in,card
10890,1,2025-03-21 08:42:00,dine_in,card
10891,1,2025-03-21 15:26:00,dine_in,cash
10892,1,2025-03-21 12:25:00,takeout,card
10893,1,2025-03-21 12:38:00,dine_in,cash
10894,1,2025-03-21 19:11:00,takeout,card
10895,1,2025-03-21 19:12:00,dine_in,card
10896,1,2025-03-21 09:35:00,takeout,cash
10897,1,2025-03-21 09:36:00,dine_in,cash
10898,1,2025-03-21 12:04:00,dine_in,cash
10899,1,2025-03-21 16:10:00,dine_in,cash
10900,1,2025-03-21 12:59:00,dine_in,card
10901,1,2025-03-21 08:38:00,dine_in,card
10902,1,2025-03-21 09:34:00,dine_in,cash
10903,1,2025-03-21 17:47:00,dine_in,card
10904,1,2025-03-21 15:25:00,dine_in,card
10905,1,2025-03-21 18:51:00,dine_in,cash
10906,1,2025-03-21 17:28:00,dine_in,card
10907,1,2025-03-21 10:08:00,dine_in,card
10908,1,2025-03-21 07:10:00,dine_in,card
10909,1,2025-03-21 15:42:00,takeout,cash
10910,1,2025-03-21 08:59:00,dine_in,cash
10911,1,2025-03-21 16:29:00,dine_in,card
10912,1,2025-03-21 15:38:00,takeout,cash
10913,1,2025-03-21 09:48:00,takeout,cash
10914,1,2025-03-21 08:58:00,dine_in,cash
10915,1,2025-03-21 14:03:00,takeout,cash
10916,1,2025-03-21 09:26:00,takeout,cash
10917,1,2025-03-21 13:04:00,dine_in,card
10918,1,2025-03-21 18:43:00,takeout,card
10919,1,2025-03-21 08:05:00,takeout,cash
10920,2,2025-03-21 17:27:00,dine_in,cash
10921,2,2025-03-21 09:36:00,dine_in,card
10922,2,2025-03-21 10:11:00,dine_in,card
10923,2,2025-03-21 13:47:00,dine_in,card
10924,2,2025-03-21 19:21:00,dine_in,card
10925,2,2025-03-21 18:54:00,dine_in,card
10926,2,2025-03-21 17:44:00,takeout,cash
10927,2,2025-03-21 09:47:00,dine_in,card
10928,2,2025-03-21 14:29:00,takeout,card
10929,2,2025-03-21 16:06:00,dine_in,card
10930,2,2025-03-21 17:45:00,dine_in,cash
10931,2,2025-03-21 19:16:00,dine_in,card
10932,2,2025-03-21 19:48:00,takeout,card
10933,2,2025-03-21 17:58:00,takeout,cash
10934,2,2025-03-21 15:59:00,dine_in,card
10935,2,2025-03-21 12:20:00,dine_in,card
10936,2,2025-03-21 08:25:00,dine_in,card
10937,2,2025-03-21 13:50:00,takeout,card
10938,2,2025-03-21 17:53:00,takeout,card
10939,2,2025-03-21 15:21:00,takeout,card
10940,2,2025-03-21 19:00:00,takeout,cash
10941,2,2025-03-21 18:36:00,takeout,cash
10942,2,2025-03-21 09:09:00,takeout,cash
10943,2,2025-03-21 13:22:00,takeout,cash
10944,2,2025-03-21 13:04:00,dine_in,card
10945,2,2025-03-21 14:43:00,takeout,cash
10946,2,2025-03-21 09:18:00,takeout,card
10947,2,2025-03-21 14:08:00,dine_in,cash
10948,2,2025-03-21 14:16:00,dine_in,cash
10949,2,2025-03-21 12:49:00,dine_in,card
10950,2,2025-03-21 16:05:00,dine_in,card
10951,2,2025-03-21 07:59:00,dine_in,cash
10952,2,2025-03-21 09:45:00,takeout,card
10953,1,2025-03-22 08:45:00,dine_in,cash
10954,1,2025-03-22 18:40:00,takeout,cash
10955,1,2025-03-22 13:57:00,dine_in,cash
10956,1,2025-03-22 15:09:00,dine_in,card
10957,1,2025-03-22 11:27:00,takeout,card
10958,1,2025-03-22 11:06:00,takeout,cash
10959,1,2025-03-22 07:39:00,dine_in,card
10960,1,2025-03-22 18:56:00,dine_in,cash
10961,1,2025-03-22 19:37:00,takeout,card
10962,1,2025-03-22 08:25:00,takeout,card
10963,1,2025-03-22 11:54:00,dine_in,card
10964,1,2025-03-22 16:30:00,takeout,card
10965,1,2025-03-22 18:31:00,dine_in,cash
10966,1,2025-03-22 09:12:00,takeout,cash
10967,1,2025-03-22 16:00:00,dine_in,cash
10968,1,2025-03-22 16:37:00,dine_in,cash
10969,1,2025-03-22 09:02:00,dine_in,card
10970,1,2025-03-22 16:16:00,takeout,cash
10971,1,2025-03-22 08:08:00,dine_in,card
10972,1,2025-03-22 14:15:00,takeout,cash
10973,1,2025-03-22 15:47:00,takeout,card
10974,1,2025-03-22 13:16:00,takeout,card
10975,1,2025-03-22 07:15:00,takeout,cash
10976,1,2025-03-22 12:43:00,takeout,card
10977,1,2025-03-22 17:58:00,dine_in,cash
10978,1,2025-03-22 09:10:00,dine_in,cash
10979,1,2025-03-22 09:23:00,dine_in,cash
10980,1,2025-03-22 11:43:00,takeout,card
10981,1,2025-03-22 13:42:00,dine_in,card
10982,1,2025-03-22 14:36:00,takeout,cash
10983,1,2025-03-22 15:36:00,takeout,card
10984,1,2025-03-22 14:34:00,dine_in,cash
10985,1,2025-03-22 19:59:00,takeout,card
10986,1,2025-03-22 09:47:00,dine_in,card
10987,2,2025-03-22 13:52:00,dine_in,cash
10988,2,2025-03-22 19:52:00,takeout,card
10989,2,2025-03-22 13:40:00,dine_in,card
10990,2,2025-03-22 10:51:00,takeout,card
10991,2,2025-03-22 13:42:00,takeout,card
10992,2,2025-03-22 15:12:00,dine_in,cash
10993,2,2025-03-22 11:06:00,dine_in,card
10994,2,2025-03-22 18:34:00,dine_in,card
10995,2,2025-03-22 17:13:00,takeout,card
10996,2,2025-03-22 20:29:00,dine_in,card
10997,2,2025-03-22 07:51:00,dine_in,card
10998,2,2025-03-22 16:45:00,takeout,card
10999,2,2025-03-22 13:30:00,dine_in,cash
11000,2,2025-03-22 15:27:00,takeout,card
11001,2,2025-03-22 13:54:00,dine_in,cash
11002,2,2025-03-22 20:42:00,dine_in,card
11003,2,2025-03-22 11:05:00,dine_in,card
11004,2,2025-03-22 10:22:00,dine_in,card
11005,2,2025-03-22 16:55:00,takeout,card
11006,2,2025-03-22 13:03:00,takeout,cash
11007,2,2025-03-22 16:49:00,dine_in,card
11008,2,2025-03-22 12:04:00,dine_in,cash
11009,2,2025-03-22 13:19:00,dine_in,cash
11010,2,2025-03-22 19:17:00,dine_in,card
11011,1,2025-03-23 16:15:00,dine_in,card
11012,1,2025-03-23 11:38:00,dine_in,cash
11013,1,2025-03-23 08:00:00,dine_in,card
11014,1,2025-03-23 18:40:00,takeout,card
11015,1,2025-03-23 11:14:00,takeout,card
11016,1,2025-03-23 09:01:00,dine_in,cash
11017,1,2025-03-23 16:46:00,takeout,card
11018,1,2025-03-23 09:36:00,takeout,cash
11019,1,2025-03-23 08:59:00,dine_in,card
11020,1,2025-03-23 16:31:00,takeout,cash
11021,1,2025-03-23 19:53:00,takeout,cash
11022,1,2025-03-23 17:07:00,takeout,cash
11023,1,2025-03-23 11:49:00,dine_in,card
11024,1,2025-03-23 13:39:00,dine_in,card
11025,1,2025-03-23 17:38:00,dine_in,cash
11026,1,2025-03-23 20:46:00,takeout,card
11027,1,2025-03-23 17:49:00,takeout,card
11028,1,2025-03-23 13:26:00,dine_in,card
11029,1,2025-03-23 20:16:00,dine_in,cash
11030,1,2025-03-23 12:48:00,dine_in,cash
11031,1,2025-03-23 10:36:00,takeout,card
11032,1,2025-03-23 18:16:00,dine_in,cash
11033,1,2025-03-23 13:50:00,dine_in,cash
11034,1,2025-03-23 15:56:00,dine_in,card
11035,2,2025-03-23 12:08:00,dine_in,card
11036,2,2025-03-23 20:03:00,takeout,card
11037,2,2025-03-23 09:14:00,dine_in,cash
11038,2,2025-03-23 15:19:00,dine_in,cash
11039,2,2025-03-23 18:20:00,dine_in,card
11040,2,2025-03-23 17:56:00,dine_in,card
11041,2,2025-03-23 09:02:00,dine_in,cash
11042,2,2025-03-23 09:06:00,dine_in,card
11043,2,2025-03-23 07:13:00,dine_in,card
11044,2,2025-03-23 17:50:00,takeout,cash
11045,2,2025-03-23 09:16:00,dine_in,cash
11046,2,2025-03-23 09:01:00,takeout,card
11047,2,2025-03-23 09:52:00,takeout,card
11048,2,2025-03-23 18:18:00,takeout,card
11049,2,2025-03-23 12:02:00,dine_in,card
11050,2,2025-03-23 10:47:00,takeout,cash
11051,2,2025-03-23 09:54:00,takeout,cash
11052,2,2025-03-23 18:44:00,dine_in,cash
11053,2,2025-03-23 17:19:00,dine_in,card
11054,2,2025-03-23 10:40:00,dine_in,card
11055,2,2025-03-23 16:30:00,dine_in,cash
11056,2,2025-03-23 10:41:00,takeout,card
11057,2,2025-03-23 17:20:00,dine_in,cash
11058,2,2025-03-23 14:33:00,dine_in,card
11059,2,2025-03-23 14:07:00,dine_in,card
11060,1,2025-03-24 19:07:00,takeout,card
11061,1,2025-03-24 18:36:00,takeout,cash
11062,1,2025-03-24 18:51:00,takeout,card
11063,1,2025-03-24 09:35:00,dine_in,card
11064,1,2025-03-24 20:53:00,dine_in,card
11065,1,2025-03-24 09:28:00,dine_in,card
11066,1,2025-03-24 16:31:00,dine_in,cash
11067,1,2025-03-24 12:13:00,dine_in,card
11068,1,2025-03-24 09:35:00,dine_in,card
11069,1,2025-03-24 09:00:00,dine_in,card
11070,1,2025-03-24 14:07:00,takeout,card
11071,1,2025-03-24 16:38:00,takeout,card
11072,1,2025-03-24 14:34:00,dine_in,cash
11073,1,2025-03-24 07:36:00,dine_in,cash
11074,1,2025-03-24 17:47:00,dine_in,cash
11075,1,2025-03-24 14:22:00,dine_in,cash
11076,1,2025-03-24 13:44:00,takeout,cash
11077,1,2025-03-24 09:05:00,dine_in,card
11078,1,2025-03-24 13:58:00,dine_in,card
11079,1,2025-03-24 09:44:00,takeout,card
11080,1,2025-03-24 16:18:00,dine_in,cash
11081,2,2025-03-24 07:27:00,takeout,cash
11082,2,2025-03-24 09:41:00,dine_in,card
11083,2,2025-03-24 16:04:00,dine_in,cash
11084,2,2025-03-24 09:46:00,takeout,cash
11085,2,2025-03-24 13:04:00,takeout,cash
11086,2,2025-03-24 13:11:00,takeout,cash
11087,2,2025-03-24 11:39:00,dine_in,card
11088,2,2025-03-24 13:07:00,takeout,cash
11089,2,2025-03-24 09:58:00,dine_in,card
11090,2,2025-03-24 17:13:00,dine_in,card
11091,2,2025-03-24 17:58:00,takeout,cash
11092,2,2025-03-24 16:46:00,takeout,card
11093,2,2025-03-24 16:21:00,dine_in,cash
11094,2,2025-03-24 08:21:00,takeout,cash
11095,2,2025-03-24 11:05:00,takeout,card
11096,2,2025-03-24 16:07:00,takeout,cash
11097,2,2025-03-24 14:36:00,takeout,card
11098,2,2025-03-24 10:06:00,takeout,cash
11099,2,2025-03-24 17:28:00,takeout,cash
11100,2,2025-03-24 18:08:00,dine_in,card
11101,2,2025-03-24 09:47:00,dine_in,cash
11102,1,2025-03-25 13:43:00,dine_in,cash
11103,1,2025-03-25 08:59:00,dine_in,card
11104,1,2025-03-25 19:33:00,dine_in,cash
11105,1,2025-03-25 14:38:00,dine_in,cash
11106,1,2025-03-25 19:29:00,takeout,cash
11107,1,2025-03-25 11:41:00,takeout,card
11108,1,2025-03-25 08:08:00,dine_in,card
11109,1,2025-03-25 09:51:00,takeout,card
11110,1,2025-03-25 17:02:00,dine_in,card
11111,1,2025-03-25 10:04:00,dine_in,cash
11112,1,2025-03-25 07:44:00,takeout,cash
11113,1,2025-03-25 11:33:00,dine_in,card
11114,1,2025-03-25 17:31:00,dine_in,cash
11115,1,2025-03-25 07:52:00,takeout,cash
11116,1,2025-03-25 14:11:00,dine_in,cash
11117,1,2025-03-25 17:56:00,takeout,card
11118,1,2025-03-25 17:43:00,takeout,cash
11119,1,2025-03-25 10:35:00,dine_in,card
11120,1,2025-03-25 13:48:00,dine_in,card
11121,1,2025-03-25 13:51:00,dine_in,cash
11122,1,2025-03-25 08:54:00,takeout,cash
11123,1,2025-03-25 12:04:00,dine_in,cash
11124,1,2025-03-25 09:30:00,dine_in,card
11125,1,2025-03-25 09:55:00,takeout,cash
11126,1,2025-03-25 15:55:00,dine_in,card
11127,1,2025-03-25 09:19:00,dine_in,cash
11128,1,2025-03-25 18:16:00,dine_in,card
11129,1,2025-03-25 08:46:00,dine_in,cash
11130,1,2025-03-25 19:59:00,takeout,card
11131,1,2025-03-25 14:14:00,dine_in,card
11132,1,2025-03-25 08:42:00,dine_in,card
11133,2,2025-03-25 07:37:00,dine_in,card
11134,2,2025-03-25 16:44:00,dine_in,cash
11135,2,2025-03-25 15:38:00,dine_in,card
11136,2,2025-03-25 13:10:00,dine_in,cash
11137,2,2025-03-25 19:03:00,dine_in,cash
11138,2,2025-03-25 08:11:00,takeout,card
11139,2,2025-03-25 17:57:00,takeout,cash
11140,2,2025-03-25 15:11:00,dine_in,card
11141,2,2025-03-25 10:17:00,dine_in,cash
11142,2,2025-03-25 16:03:00,dine_in,cash
11143,2,2025-03-25 14:59:00,dine_in,card
11144,2,2025-03-25 13:27:00,takeout,card
11145,2,2025-03-25 07:10:00,takeout,card
11146,2,2025-03-25 09:03:00,dine_in,card
11147,2,2025-03-25 08:42:00,takeout,card
11148,2,2025-03-25 16:37:00,takeout,card
11149,2,2025-03-25 17:58:00,takeout,cash
11150,2,2025-03-25 20:31:00,takeout,cash
11151,2,2025-03-25 20:43:00,dine_in,cash
11152,2,2025-03-25 17:13:00,dine_in,card
11153,2,2025-03-25 12:03:00,dine_in,card
11154,2,2025-03-25 07:50:00,takeout,card
11155,2,2025-03-25 15:12:00,takeout,cash
11156,2,2025-03-25 14:54:00,takeout,cash
11157,1,2025-03-26 08:22:00,takeout,card
11158,1,2025-03-26 19:38:00,dine_in,cash
11159,1,2025-03-26 11:28:00,dine_in,card
11160,1,2025-03-26 16:01:00,dine_in,card
11161,1,2025-03-26 08:51:00,takeout,cash
11162,1,2025-03-26 16:31:00,dine_in,card
11163,1,2025-03-26 15:07:00,takeout,cash
11164,1,2025-03-26 15:34:00,takeout,cash
11165,1,2025-03-26 12:29:00,takeout,cash
11166,1,2025-03-26 13:40:00,takeout,card
11167,1,2025-03-26 07:13:00,dine_in,cash
11168,1,2025-03-26 16:18:00,takeout,cash
11169,1,2025-03-26 08:28:00,dine_in,card
11170,1,2025-03-26 10:14:00,takeout,card
11171,1,2025-03-26 20:58:00,takeout,cash
11172,1,2025-03-26 19:16:00,takeout,cash
11173,1,2025-03-26 18:46:00,dine_in,cash
11174,1,2025-03-26 14:22:00,dine_in,cash
11175,1,2025-03-26 16:53:00,takeout,cash
11176,1,2025-03-26 16:55:00,dine_in,card
11177,1,2025-03-26 11:32:00,takeout,card
11178,1,2025-03-26 13:26:00,dine_in,cash
11179,1,2025-03-26 16:27:00,takeout,card
11180,1,2025-03-26 11:48:00,takeout,card
11181,1,2025-03-26 18:02:00,takeout,cash
11182,1,2025-03-26 19:22:00,dine_in,card
11183,1,2025-03-26 17:42:00,takeout,cash
11184,1,2025-03-26 15:02:00,dine_in,card
11185,1,2025-03-26 10:08:00,takeout,cash
11186,1,2025-03-26 17:23:00,dine_in,card
11187,1,2025-03-26 18:47:00,takeout,cash
11188,1,2025-03-26 17:57:00,takeout,cash
11189,1,2025-03-26 10:13:00,dine_in,card
11190,1,2025-03-26 16:25:00,takeout,card
11191,1,2025-03-26 16:02:00,dine_in,card
11192,2,2025-03-26 17:57:00,dine_in,cash
11193,2,2025-03-26 10:51:00,dine_in,cash
11194,2,2025-03-26 15:45:00,dine_in,card
11195,2,2025-03-26 17:55:00,takeout,card
11196,2,2025-03-26 18:28:00,takeout,cash
11197,2,2025-03-26 07:39:00,dine_in,card
11198,2,2025-03-26 17:54:00,dine_in,card
11199,2,2025-03-26 10:19:00,takeout,cash
11200,2,2025-03-26 11:46:00,dine_in,cash
11201,2,2025-03-26 18:45:00,dine_in,card
11202,2,2025-03-26 09:01:00,takeout,cash
11203,2,2025-03-26 11:46:00,dine_in,cash
11204,2,2025-03-26 10:03:00,dine_in,card
11205,2,2025-03-26 14:46:00,dine_in,cash
11206,2,2025-03-26 14:19:00,dine_in,cash
11207,2,2025-03-26 15:04:00,takeout,card
11208,2,2025-03-26 20:46:00,dine_in,card
11209,2,2025-03-26 17:35:00,takeout,cash
11210,2,2025-03-26 12:15:00,takeout,cash
11211,2,2025-03-26 20:35:00,takeout,cash
11212,2,2025-03-26 15:06:00,dine_in,cash
11213,2,2025-03-26 07:13:00,dine_in,card
11214,2,2025-03-26 13:50:00,takeout,card
11215,2,2025-03-26 09:14:00,dine_in,cash
11216,2,2025-03-26 07:20:00,takeout,card
11217,1,2025-03-27 14:50:00,takeout,card
11218,1,2025-03-27 10:02:00,dine_in,card
11219,1,2025-03-27 13:27:00,takeout,card
11220,1,2025-03-27 13:04:00,takeout,cash
11221,1,2025-03-27 17:59:00,dine_in,card
11222,1,2025-03-27 12:42:00,dine_in,cash
11223,1,2025-03-27 10:11:00,dine_in,card
11224,1,2025-03-27 14:42:00,dine_in,card
11225,1,2025-03-27 19:27:00,dine_in,cash
11226,1,2025-03-27 12:43:00,dine_in,cash
11227,1,2025-03-27 18:37:00,dine_in,cash
11228,1,2025-03-27 12:59:00,dine_in,card
11229,1,2025-03-27 11:27:00,takeout,cash
11230,1,2025-03-27 17:25:00,dine_in,cash
11231,1,2025-03-27 18:29:00,takeout,card
11232,1,2025-03-27 08:41:00,dine_in,card
11233,1,2025-03-27 07:03:00,dine_in,card
11234,1,2025-03-27 16:17:00,dine_in,cash
11235,1,2025-03-27 16:51:00,takeout,cash
11236,1,2025-03-27 09:04:00,takeout,card
11237,1,2025-03-27 13:43:00,dine_in,cash
11238,1,2025-03-27 12:44:00,takeout,cash
11239,2,2025-03-27 09:04:00,dine_in,cash
11240,2,2025-03-27 17:10:00,takeout,cash
11241,2,2025-03-27 15:23:00,takeout,card
11242,2,2025-03-27 07:08:00,takeout,card
11243,2,2025-03-27 19:38:00,takeout,card
11244,2,2025-03-27 13:25:00,takeout,card
11245,2,2025-03-27 14:16:00,dine_in,card
11246,2,2025-03-27 13:58:00,takeout,cash
11247,2,2025-03-27 11:15:00,dine_in,card
11248,2,2025-03-27 09:00:00,dine_in,card
11249,2,2025-03-27 10:53:00,takeout,card
11250,2,2025-03-27 18:20:00,dine_in,cash
11251,2,2025-03-27 15:14:00,takeout,card
11252,2,2025-03-27 11:25:00,takeout,card
11253,2,2025-03-27 14:41:00,dine_in,cash
11254,2,2025-03-27 17:07:00,dine_in,cash
11255,2,2025-03-27 16:19:00,takeout,cash
11256,2,2025-03-27 10:30:00,takeout,card
11257,2,2025-03-27 12:56:00,takeout,card
11258,2,2025-03-27 17:52:00,takeout,cash
11259,2,2025-03-27 10:56:00,dine_in,cash
11260,2,2025-03-27 13:18:00,takeout,cash
11261,2,2025-03-27 16:48:00,takeout,card
11262,2,2025-03-27 13:17:00,takeout,card
11263,2,2025-03-27 12:52:00,takeout,card
11264,2,2025-03-27 12:53:00,takeout,card
11265,2,2025-03-27 13:45:00,takeout,card
11266,2,2025-03-27 10:02:00,takeout,cash
11267,2,2025-03-27 08:04:00,takeout,card
11268,2,2025-03-27 16:26:00,takeout,cash
11269,1,2025-03-28 11:12:00,takeout,cash
11270,1,2025-03-28 07:24:00,dine_in,card
11271,1,2025-03-28 11:53:00,dine_in,card
11272,1,2025-03-28 18:42:00,takeout,cash
11273,1,2025-03-28 18:38:00,takeout,card
11274,1,2025-03-28 16:37:00,takeout,card
11275,1,2025-03-28 15:39:00,dine_in,cash
11276,1,2025-03-28 17:15:00,dine_in,cash
11277,1,2025-03-28 12:41:00,takeout,cash
11278,1,2025-03-28 12:19:00,dine_in,cash
11279,1,2025-03-28 13:03:00,takeout,cash
11280,1,2025-03-28 09:47:00,dine_in,card
11281,1,2025-03-28 09:59:00,dine_in,cash
11282,1,2025-03-28 15:21:00,dine_in,card
11283,1,2025-03-28 09:16:00,dine_in,cash
11284,1,2025-03-28 10:16:00,takeout,card
