purchase_id,ingredient_id,branch_id,quantity,unit_cost_real,supplier_name,purchased_at
1017,9,1,29.43,143.32,Carnes Selectas,2025-03-17 08:00:00
1018,10,1,15.55,158.84,Lácteos del Valle,2025-03-17 08:00:00
1019,11,1,230.07,12.66,Panificadora San José,2025-03-17 08:00:00
1020,12,1,16.18,130.38,Lácteos del Valle,2025-03-17 08:00:00
1021,13,1,371.2,1.75,Insumos Generales Toluca,2025-03-17 08:00:00
1022,14,1,42.67,52.42,Insumos Generales Toluca,2025-03-17 08:00:00
1023,15,1,2193.12,1.24,Empaques y Desechables MX,2025-03-17 08:00:00
1024,16,1,3225.26,1.55,Empaques y Desechables MX,2025-03-17 08:00:00
1025,17,1,3242.75,0.82,Empaques y Desechables MX,2025-03-17 08:00:00
1026,18,1,45.33,21.76,Insumos Generales Toluca,2025-03-17 08:00:00
1027,1,2,31.73,234.34,Café Origen SA,2025-03-17 08:00:00
1028,2,2,397.86,23.78,Lácteos del Valle,2025-03-17 08:00:00
1029,3,2,54.4,45.46,Lácteos del Valle,2025-03-17 08:00:00
1030,4,2,3159.74,0.37,Distribuidora Sabores MX,2025-03-17 08:00:00
1031,5,2,3035.88,0.35,Distribuidora Sabores MX,2025-03-17 08:00:00
1032,6,2,17.4,190.66,Distribuidora Sabores MX,2025-03-17 08:00:00
1033,7,2,219.66,6.02,Insumos Generales Toluca,2025-03-17 08:00:00
1034,8,2,409.61,4.58,Panificadora San José,2025-03-17 08:00:00
1035,9,2,23.05,154.03,Carnes Selectas,2025-03-17 08:00:00
1036,10,2,15.55,167.89,Lácteos del Valle,2025-03-17 08:00:00
1037,11,2,315.06,12.65,Panificadora San José,2025-03-17 08:00:00
1038,12,2,13.01,135.85,Lácteos del Valle,2025-03-17 08:00:00
1039,13,2,491.2,1.86,Insumos Generales Toluca,2025-03-17 08:00:00
1040,14,2,43.39,57.63,Insumos Generales Toluca,2025-03-17 08:00:00
1041,15,2,3086.56,1.21,Empaques y Desechables MX,2025-03-17 08:00:00
1042,16,2,3114.74,1.6,Empaques y Desechables MX,2025-03-17 08:00:00
1043,17,2,2818.67,0.8,Empaques y Desechables MX,2025-03-17 08:00:00
1044,18,2,32.89,22.75,Insumos Generales Toluca,2025-03-17 08:00:00
1045,1,1,19.51,255.95,Café Origen SA,2025-03-24 08:00:00
1046,2,1,278.13,24.35,Lácteos del Valle,2025-03-24 08:00:00
1047,3,1,54.16,47.93,Lácteos del Valle,2025-03-24 08:00:00
1048,4,1,4163.04,0.36,Distribuidora Sabores MX,2025-03-24 08:00:00
1049,5,1,4660.87,0.37,Distribuidora Sabores MX,2025-03-24 08:00:00
1050,6,1,11.17,183.9,Distribuidora Sabores MX,2025-03-24 08:00:00
1051,7,1,233.94,6.02,Insumos Generales Toluca,2025-03-24 08:00:00
1052,8,1,387.06,4.73,Panificadora San José,2025-03-24 08:00:00
1053,9,1,20.52,145.91,Carnes Selectas,2025-03-24 08:00:00
1054,10,1,20.47,168.93,Lácteos del Valle,2025-03-24 08:00:00
1055,11,1,274.05,12.97,Panificadora San José,2025-03-24 08:00:00
1056,12,1,12.8,128.24,Lácteos del Valle,2025-03-24 08:00:00
1057,13,1,491.25,1.81,Insumos Generales Toluca,2025-03-24 08:00:00
1058,14,1,51.03,55.58,Insumos Generales Toluca,2025-03-24 08:00:00
1059,15,1,3555.82,1.24,Empaques y Desechables MX,2025-03-24 08:00:00
1060,16,1,2325.99,1.5,Empaques y Desechables MX,2025-03-24 08:00:00
1061,17,1,2864.92,0.86,Empaques y Desechables MX,2025-03-24 08:00:00
1062,18,1,38.52,22.37,Insumos Generales Toluca,2025-03-24 08:00:00
1063,1,2,21.89,221.66,Café Origen SA,2025-03-24 08:00:00
1064,2,2,320.49,25.79,Lácteos del Valle,2025-03-24 08:00:00
1065,3,2,66.04,48.33,Lácteos del Valle,2025-03-24 08:00:00
1066,4,2,3087.1,0.36,Distribuidora Sabores MX,2025-03-24 08:00:00
1067,5,2,4671.32,0.39,Distribuidora Sabores MX,2025-03-24 08:00:00
1068,6,2,13.22,188.83,Distribuidora Sabores MX,2025-03-24 08:00:00
1069,7,2,188.04,6.4,Insumos Generales Toluca,2025-03-24 08:00:00
1070,8,2,473.55,4.41,Panificadora San José,2025-03-24 08:00:00
1071,9,2,27.81,143.21,Carnes Selectas,2025-03-24 08:00:00
1072,10,2,17.46,164.16,Lácteos del Valle,2025-03-24 08:00:00
1073,11,2,311.56,12.06,Panificadora San José,2025-03-24 08:00:00
1074,12,2,15.48,135.34,Lácteos del Valle,2025-03-24 08:00:00
1075,13,2,376.37,1.78,Insumos Generales Toluca,2025-03-24 08:00:00
1076,14,2,30.3,53.25,Insumos Generales Toluca,2025-03-24 08:00:00
1077,15,2,2550.94,1.21,Empaques y Desechables MX,2025-03-24 08:00:00
1078,16,2,2839.74,1.48,Empaques y Desechables MX,2025-03-24 08:00:00
1079,17,2,2886.19,0.82,Empaques y Desechables MX,2025-03-24 08:00:00
1080,18,2,44.05,23.06,Insumos Generales Toluca,2025-03-24 08:00:00
1081,1,1,19.33,226.29,Café Origen SA,2025-03-31 08:00:00
1082,2,1,304.34,25.68,Lácteos del Valle,2025-03-31 08:00:00
1083,3,1,42.02,45.85,Lácteos del Valle,2025-03-31 08:00:00
1084,4,1,4121.23,0.37,Distribuidora Sabores MX,2025-03-31 08:00:00
1085,5,1,4110.89,0.4,Distribuidora Sabores MX,2025-03-31 08:00:00
1086,6,1,17.54,194.46,Distribuidora Sabores MX,2025-03-31 08:00:00
1087,7,1,182.43,6.09,Insumos Generales Toluca,2025-03-31 08:00:00
1088,8,1,345.16,4.44,Panificadora San José,2025-03-31 08:00:00
1089,9,1,23.85,151.89,Carnes Selectas,2025-03-31 08:00:00
1090,10,1,19.47,157.03,Lácteos del Valle,2025-03-31 08:00:00
1091,11,1,346.36,13.04,Panificadora San José,2025-03-31 08:00:00
1092,12,1,16.27,130.75,Lácteos del Valle,2025-03-31 08:00:00
1093,13,1,467.22,1.99,Insumos Generales Toluca,2025-03-31 08:00:00
1094,14,1,43.91,56.9,Insumos Generales Toluca,2025-03-31 08:00:00
1095,15,1,2323.66,1.24,Empaques y Desechables MX,2025-03-31 08:00:00
1096,16,1,2663.3,1.6,Empaques y Desechables MX,2025-03-31 08:00:00
1097,17,1,3208.26,0.86,Empaques y Desechables MX,2025-03-31 08:00:00
1098,18,1,37.82,20.5,Insumos Generales Toluca,2025-03-31 08:00:00
1099,1,2,19.74,224.21,Café Origen SA,2025-03-31 08:00:00
1100,2,2,329.16,24.67,Lácteos del Valle,2025-03-31 08:00:00
1101,3,2,60.13,48.03,Lácteos del Valle,2025-03-31 08:00:00
1102,4,2,3654.9,0.35,Distribuidora Sabores MX,2025-03-31 08:00:00
1103,5,2,3950.91,0.34,Distribuidora Sabores MX,2025-03-31 08:00:00
1104,6,2,10.85,177.89,Distribuidora Sabores MX,2025-03-31 08:00:00
1105,7,2,201.82,5.91,Insumos Generales Toluca,2025-03-31 08:00:00
1106,8,2,422.91,4.86,Panificadora San José,2025-03-31 08:00:00
1107,9,2,24.66,144.35,Carnes Selectas,2025-03-31 08:00:00
1108,10,2,17.13,159.25,Lácteos del Valle,2025-03-31 08:00:00
1109,11,2,307.52,11.53,Panificadora San José,2025-03-31 08:00:00
1110,12,2,12.07,136.22,Lácteos del Valle,2025-03-31 08:00:00
1111,13,2,497.19,1.86,Insumos Generales Toluca,2025-03-31 08:00:00
1112,14,2,39.94,58.23,Insumos Generales Toluca,2025-03-31 08:00:00
1113,15,2,2472.6,1.32,Empaques y Desechables MX,2025-03-31 08:00:00
1114,16,2,4409.81,1.51,Empaques y Desechables MX,2025-03-31 08:00:00
1115,17,2,2813.41,0.78,Empaques y Desechables MX,2025-03-31 08:00:00
1116,18,2,43.34,24.17,Insumos Generales Toluca,2025-03-31 08:00:00
1117,1,1,26.39,238.82,Café Origen SA,2025-04-07 08:00:00
1118,2,1,297.37,26.04,Lácteos del Valle,2025-04-07 08:00:00
1119,3,1,61.77,45.07,Lácteos del Valle,2025-04-07 08:00:00
1120,4,1,4266.41,0.37,Distribuidora Sabores MX,2025-04-07 08:00:00
1121,5,1,3975.07,0.39,Distribuidora Sabores MX,2025-04-07 08:00:00
1122,6,1,16.92,188.48,Distribuidora Sabores MX,2025-04-07 08:00:00
1123,7,1,213.65,6.32,Insumos Generales Toluca,2025-04-07 08:00:00
1124,8,1,460.02,4.95,Panificadora San José,2025-04-07 08:00:00
1125,9,1,26.26,143.69,Carnes Selectas,2025-04-07 08:00:00
1126,10,1,20.85,172.97,Lácteos del Valle,2025-04-07 08:00:00
1127,11,1,317.07,13.46,Panificadora San José,2025-04-07 08:00:00
1128,12,1,13.1,125.08,Lácteos del Valle,2025-04-07 08:00:00
1129,13,1,600.12,1.75,Insumos Generales Toluca,2025-04-07 08:00:00
1130,14,1,38.92,54.93,Insumos Generales Toluca,2025-04-07 08:00:00
1131,15,1,2685.42,1.3,Empaques y Desechables MX,2025-04-07 08:00:00
1132,16,1,3056.65,1.54,Empaques y Desechables MX,2025-04-07 08:00:00
1133,17,1,2233.52,0.82,Empaques y Desechables MX,2025-04-07 08:00:00
1134,18,1,35.63,23.63,Insumos Generales Toluca,2025-04-07 08:00:00
1135,1,2,22.36,233.04,Café Origen SA,2025-04-07 08:00:00
1136,2,2,353.12,24.46,Lácteos del Valle,2025-04-07 08:00:00
1137,3,2,48.03,42.55,Lácteos del Valle,2025-04-07 08:00:00
1138,4,2,4724.63,0.38,Distribuidora Sabores MX,2025-04-07 08:00:00
1139,5,2,3880.86,0.35,Distribuidora Sabores MX,2025-04-07 08:00:00
1140,6,2,12.8,190.63,Distribuidora Sabores MX,2025-04-07 08:00:00
1141,7,2,230.56,6.26,Insumos Generales Toluca,2025-04-07 08:00:00
1142,8,2,420.78,4.49,Panificadora San José,2025-04-07 08:00:00
1143,9,2,23.47,140.88,Carnes Selectas,2025-04-07 08:00:00
1144,10,2,19.76,173.33,Lácteos del Valle,2025-04-07 08:00:00
1145,11,2,327.57,12.2,Panificadora San José,2025-04-07 08:00:00
1146,12,2,17.8,132.61,Lácteos del Valle,2025-04-07 08:00:00
1147,13,2,431.34,1.9,Insumos Generales Toluca,2025-04-07 08:00:00
1148,14,2,47.99,56.53,Insumos Generales Toluca,2025-04-07 08:00:00
1149,15,2,2920.05,1.3,Empaques y Desechables MX,2025-04-07 08:00:00
1150,16,2,2906.56,1.52,Empaques y Desechables MX,2025-04-07 08:00:00
1151,17,2,3426.44,0.79,Empaques y Desechables MX,2025-04-07 08:00:00
1152,18,2,37.95,23.01,Insumos Generales Toluca,2025-04-07 08:00:00
1153,1,1,23.97,233.92,Café Origen SA,2025-04-14 08:00:00
1154,2,1,232.84,24.3,Lácteos del Valle,2025-04-14 08:00:00
1155,3,1,55.44,46.81,Lácteos del Valle,2025-04-14 08:00:00
1156,4,1,4914.79,0.35,Distribuidora Sabores MX,2025-04-14 08:00:00
1157,5,1,3955.02,0.34,Distribuidora Sabores MX,2025-04-14 08:00:00
1158,6,1,15.52,179.41,Distribuidora Sabores MX,2025-04-14 08:00:00
1159,7,1,147.37,6.23,Insumos Generales Toluca,2025-04-14 08:00:00
1160,8,1,428.26,4.49,Panificadora San José,2025-04-14 08:00:00
1161,9,1,24.57,147.49,Carnes Selectas,2025-04-14 08:00:00
1162,10,1,20.16,164.71,Lácteos del Valle,2025-04-14 08:00:00
1163,11,1,286.93,12.53,Panificadora San José,2025-04-14 08:00:00
1164,12,1,16.44,139.27,Lácteos del Valle,2025-04-14 08:00:00
1165,13,1,451.25,1.91,Insumos Generales Toluca,2025-04-14 08:00:00
1166,14,1,41.69,56.6,Insumos Generales Toluca,2025-04-14 08:00:00
1167,15,1,3161.47,1.27,Empaques y Desechables MX,2025-04-14 08:00:00
1168,16,1,2828.99,1.63,Empaques y Desechables MX,2025-04-14 08:00:00
1169,17,1,3644.11,0.86,Empaques y Desechables MX,2025-04-14 08:00:00
1170,18,1,42.44,22.19,Insumos Generales Toluca,2025-04-14 08:00:00
1171,1,2,28.81,223.85,Café Origen SA,2025-04-14 08:00:00
1172,2,2,314.24,24.87,Lácteos del Valle,2025-04-14 08:00:00
1173,3,2,58.26,48.15,Lácteos del Valle,2025-04-14 08:00:00
1174,4,2,4674.77,0.4,Distribuidora Sabores MX,2025-04-14 08:00:00
1175,5,2,3901.4,0.34,Distribuidora Sabores MX,2025-04-14 08:00:00
1176,6,2,15.17,197.41,Distribuidora Sabores MX,2025-04-14 08:00:00
1177,7,2,198.16,6.02,Insumos Generales Toluca,2025-04-14 08:00:00
1178,8,2,306.1,4.74,Panificadora San José,2025-04-14 08:00:00
1179,9,2,24.81,154.22,Carnes Selectas,2025-04-14 08:00:00
1180,10,2,23.66,165.4,Lácteos del Valle,2025-04-14 08:00:00
1181,11,2,280.96,12.9,Panificadora San José,2025-04-14 08:00:00
1182,12,2,18.07,132.92,Lácteos del Valle,2025-04-14 08:00:00
1183,13,2,547.23,1.87,Insumos Generales Toluca,2025-04-14 08:00:00
1184,14,2,41.86,56.53,Insumos Generales Toluca,2025-04-14 08:00:00
1185,15,2,2922.68,1.17,Empaques y Desechables MX,2025-04-14 08:00:00
1186,16,2,2093.24,1.61,Empaques y Desechables MX,2025-04-14 08:00:00
1187,17,2,3453.45,0.83,Empaques y Desechables MX,2025-04-14 08:00:00
1188,18,2,39.89,22.19,Insumos Generales Toluca,2025-04-14 08:00:00
1189,1,1,28.8,215.94,Café Origen SA,2025-04-21 08:00:00
1190,2,1,359.49,24.91,Lácteos del Valle,2025-04-21 08:00:00
1191,3,1,49.93,46.93,Lácteos del Valle,2025-04-21 08:00:00
1192,4,1,4857.94,0.33,Distribuidora Sabores MX,2025-04-21 08:00:00
1193,5,1,4444.63,0.33,Distribuidora Sabores MX,2025-04-21 08:00:00
1194,6,1,12.21,181.34,Distribuidora Sabores MX,2025-04-21 08:00:00
1195,7,1,237.34,6.05,Insumos Generales Toluca,2025-04-21 08:00:00
1196,8,1,406.45,4.56,Panificadora San José,2025-04-21 08:00:00
1197,9,1,28.14,154.68,Carnes Selectas,2025-04-21 08:00:00
1198,10,1,21.74,151.88,Lácteos del Valle,2025-04-21 08:00:00
1199,11,1,244.75,12.2,Panificadora San José,2025-04-21 08:00:00
1200,12,1,13.36,133.73,Lácteos del Valle,2025-04-21 08:00:00
1201,13,1,485.62,1.86,Insumos Generales Toluca,2025-04-21 08:00:00
1202,14,1,39.6,57.38,Insumos Generales Toluca,2025-04-21 08:00:00
1203,15,1,3006.84,1.27,Empaques y Desechables MX,2025-04-21 08:00:00
1204,16,1,3399.13,1.56,Empaques y Desechables MX,2025-04-21 08:00:00
1205,17,1,2456.35,0.82,Empaques y Desechables MX,2025-04-21 08:00:00
1206,18,1,35.85,23.33,Insumos Generales Toluca,2025-04-21 08:00:00
1207,1,2,25.51,234.43,Café Origen SA,2025-04-21 08:00:00
1208,2,2,286.28,22.99,Lácteos del Valle,2025-04-21 08:00:00
1209,3,2,65.41,46.17,Lácteos del Valle,2025-04-21 08:00:00
1210,4,2,4128.54,0.39,Distribuidora Sabores MX,2025-04-21 08:00:00
1211,5,2,3111.91,0.37,Distribuidora Sabores MX,2025-04-21 08:00:00
1212,6,2,14.73,184.12,Distribuidora Sabores MX,2025-04-21 08:00:00
1213,7,2,159.85,6.05,Insumos Generales Toluca,2025-04-21 08:00:00
1214,8,2,448.05,4.58,Panificadora San José,2025-04-21 08:00:00
1215,9,2,19.58,136.38,Carnes Selectas,2025-04-21 08:00:00
1216,10,2,20.76,179.85,Lácteos del Valle,2025-04-21 08:00:00
1217,11,2,335.24,12.83,Panificadora San José,2025-04-21 08:00:00
1218,12,2,18.32,139.16,Lácteos del Valle,2025-04-21 08:00:00
1219,13,2,524.26,1.75,Insumos Generales Toluca,2025-04-21 08:00:00
1220,14,2,58.67,56.69,Insumos Generales Toluca,2025-04-21 08:00:00
1221,15,2,3286.7,1.18,Empaques y Desechables MX,2025-04-21 08:00:00
1222,16,2,3429.16,1.55,Empaques y Desechables MX,2025-04-21 08:00:00
1223,17,2,3003.53,0.83,Empaques y Desechables MX,2025-04-21 08:00:00
1224,18,2,34.14,21.26,Insumos Generales Toluca,2025-04-21 08:00:00
1225,1,1,30.08,227.66,Café Origen SA,2025-04-28 08:00:00
1226,2,1,323.47,24.45,Lácteos del Valle,2025-04-28 08:00:00
1227,3,1,62.04,45.82,Lácteos del Valle,2025-04-28 08:00:00
1228,4,1,4541.37,0.36,Distribuidora Sabores MX,2025-04-28 08:00:00
1229,5,1,3863.24,0.37,Distribuidora Sabores MX,2025-04-28 08:00:00
1230,6,1,13.92,192.1,Distribuidora Sabores MX,2025-04-28 08:00:00
1231,7,1,156.57,6.1,Insumos Generales Toluca,2025-04-28 08:00:00
1232,8,1,470.0,4.64,Panificadora San José,2025-04-28 08:00:00
1233,9,1,27.72,140.99,Carnes Selectas,2025-04-28 08:00:00
1234,10,1,25.85,169.05,Lácteos del Valle,2025-04-28 08:00:00
1235,11,1,244.5,12.16,Panificadora San José,2025-04-28 08:00:00
1236,12,1,12.39,136.38,Lácteos del Valle,2025-04-28 08:00:00
1237,13,1,353.64,1.91,Insumos Generales Toluca,2025-04-28 08:00:00
1238,14,1,47.79,58.22,Insumos Generales Toluca,2025-04-28 08:00:00
1239,15,1,2495.98,1.19,Empaques y Desechables MX,2025-04-28 08:00:00
1240,16,1,2439.56,1.59,Empaques y Desechables MX,2025-04-28 08:00:00
1241,17,1,2790.61,0.88,Empaques y Desechables MX,2025-04-28 08:00:00
1242,18,1,43.1,24.66,Insumos Generales Toluca,2025-04-28 08:00:00
1243,1,2,21.27,213.39,Café Origen SA,2025-04-28 08:00:00
1244,2,2,260.98,24.02,Lácteos del Valle,2025-04-28 08:00:00
1245,3,2,58.95,45.56,Lácteos del Valle,2025-04-28 08:00:00
1246,4,2,4571.37,0.37,Distribuidora Sabores MX,2025-04-28 08:00:00
1247,5,2,3807.25,0.37,Distribuidora Sabores MX,2025-04-28 08:00:00
1248,6,2,17.82,189.32,Distribuidora Sabores MX,2025-04-28 08:00:00
1249,7,2,238.97,6.41,Insumos Generales Toluca,2025-04-28 08:00:00
1250,8,2,420.99,4.74,Panificadora San José,2025-04-28 08:00:00
1251,9,2,18.48,144.82,Carnes Selectas,2025-04-28 08:00:00
1252,10,2,20.33,172.03,Lácteos del Valle,2025-04-28 08:00:00
1253,11,2,219.94,12.58,Panificadora San José,2025-04-28 08:00:00
1254,12,2,18.61,136.78,Lácteos del Valle,2025-04-28 08:00:00
1255,13,2,567.58,1.97,Insumos Generales Toluca,2025-04-28 08:00:00
1256,14,2,42.93,56.11,Insumos Generales Toluca,2025-04-28 08:00:00
1257,15,2,2656.38,1.29,Empaques y Desechables MX,2025-04-28 08:00:00
1258,16,2,3177.15,1.51,Empaques y Desechables MX,2025-04-28 08:00:00
1259,17,2,3072.15,0.86,Empaques y Desechables MX,2025-04-28 08:00:00
1260,18,2,39.35,23.29,Insumos Generales Toluca,2025-04-28 08:00:00
1261,1,1,17.74,232.99,Café Origen SA,2025-05-05 08:00:00
1262,2,1,316.77,23.89,Lácteos del Valle,2025-05-05 08:00:00
1263,3,1,52.08,49.25,Lácteos del Valle,2025-05-05 08:00:00
1264,4,1,4626.71,0.34,Distribuidora Sabores MX,2025-05-05 08:00:00
1265,5,1,4553.2,0.38,Distribuidora Sabores MX,2025-05-05 08:00:00
1266,6,1,16.02,192.48,Distribuidora Sabores MX,2025-05-05 08:00:00
1267,7,1,200.77,6.2,Insumos Generales Toluca,2025-05-05 08:00:00
1268,8,1,340.56,4.28,Panificadora San José,2025-05-05 08:00:00
1269,9,1,27.0,133.47,Carnes Selectas,2025-05-05 08:00:00
1270,10,1,18.34,160.63,Lácteos del Valle,2025-05-05 08:00:00
1271,11,1,306.43,11.67,Panificadora San José,2025-05-05 08:00:00
1272,12,1,15.11,137.46,Lácteos del Valle,2025-05-05 08:00:00
1273,13,1,499.81,1.92,Insumos Generales Toluca,2025-05-05 08:00:00
1274,14,1,30.5,57.13,Insumos Generales Toluca,2025-05-05 08:00:00
1275,15,1,2905.98,1.17,Empaques y Desechables MX,2025-05-05 08:00:00
1276,16,1,3147.83,1.66,Empaques y Desechables MX,2025-05-05 08:00:00
1277,17,1,3011.59,0.89,Empaques y Desechables MX,2025-05-05 08:00:00
1278,18,1,34.69,23.87,Insumos Generales Toluca,2025-05-05 08:00:00
1279,1,2,25.97,234.84,Café Origen SA,2025-05-05 08:00:00
1280,2,2,250.62,26.19,Lácteos del Valle,2025-05-05 08:00:00
1281,3,2,45.98,45.97,Lácteos del Valle,2025-05-05 08:00:00
1282,4,2,4963.71,0.37,Distribuidora Sabores MX,2025-05-05 08:00:00
1283,5,2,3683.43,0.36,Distribuidora Sabores MX,2025-05-05 08:00:00
1284,6,2,14.68,183.21,Distribuidora Sabores MX,2025-05-05 08:00:00
1285,7,2,233.58,6.49,Insumos Generales Toluca,2025-05-05 08:00:00
1286,8,2,383.91,4.94,Panificadora San José,2025-05-05 08:00:00
1287,9,2,21.32,145.47,Carnes Selectas,2025-05-05 08:00:00
1288,10,2,22.03,168.74,Lácteos del Valle,2025-05-05 08:00:00
1289,11,2,277.48,12.89,Panificadora San José,2025-05-05 08:00:00
1290,12,2,10.43,131.35,Lácteos del Valle,2025-05-05 08:00:00
1291,13,2,610.38,1.89,Insumos Generales Toluca,2025-05-05 08:00:00
1292,14,2,35.09,57.88,Insumos Generales Toluca,2025-05-05 08:00:00
1293,15,2,3037.61,1.25,Empaques y Desechables MX,2025-05-05 08:00:00
1294,16,2,3016.13,1.53,Empaques y Desechables MX,2025-05-05 08:00:00
1295,17,2,2864.62,0.79,Empaques y Desechables MX,2025-05-05 08:00:00
1296,18,2,54.78,21.94,Insumos Generales Toluca,2025-05-05 08:00:00
1297,1,1,18.66,225.61,Café Origen SA,2025-05-12 08:00:00
1298,2,1,264.88,23.64,Lácteos del Valle,2025-05-12 08:00:00
1299,3,1,65.69,47.4,Lácteos del Valle,2025-05-12 08:00:00
1300,4,1,4024.3,0.35,Distribuidora Sabores MX,2025-05-12 08:00:00
1301,5,1,4113.55,0.37,Distribuidora Sabores MX,2025-05-12 08:00:00
1302,6,1,13.48,185.82,Distribuidora Sabores MX,2025-05-12 08:00:00
1303,7,1,190.91,6.0,Insumos Generales Toluca,2025-05-12 08:00:00
1304,8,1,403.94,4.41,Panificadora San José,2025-05-12 08:00:00
1305,9,1,24.45,143.92,Carnes Selectas,2025-05-12 08:00:00
1306,10,1,16.73,176.11,Lácteos del Valle,2025-05-12 08:00:00
1307,11,1,340.15,12.28,Panificadora San José,2025-05-12 08:00:00
1308,12,1,12.93,135.09,Lácteos del Valle,2025-05-12 08:00:00
1309,13,1,522.06,1.82,Insumos Generales Toluca,2025-05-12 08:00:00
1310,14,1,47.51,59.12,Insumos Generales Toluca,2025-05-12 08:00:00
1311,15,1,3909.37,1.31,Empaques y Desechables MX,2025-05-12 08:00:00
1312,16,1,3215.48,1.5,Empaques y Desechables MX,2025-05-12 08:00:00
1313,17,1,2279.85,0.79,Empaques y Desechables MX,2025-05-12 08:00:00
1314,18,1,41.65,23.1,Insumos Generales Toluca,2025-05-12 08:00:00
1315,1,2,22.89,223.52,Café Origen SA,2025-05-12 08:00:00
1316,2,2,274.78,26.11,Lácteos del Valle,2025-05-12 08:00:00
1317,3,2,57.21,46.79,Lácteos del Valle,2025-05-12 08:00:00
1318,4,2,2964.34,0.37,Distribuidora Sabores MX,2025-05-12 08:00:00
1319,5,2,3795.32,0.37,Distribuidora Sabores MX,2025-05-12 08:00:00
1320,6,2,12.74,191.48,Distribuidora Sabores MX,2025-05-12 08:00:00
1321,7,2,173.53,6.04,Insumos Generales Toluca,2025-05-12 08:00:00
1322,8,2,310.22,4.92,Panificadora San José,2025-05-12 08:00:00
1323,9,2,21.91,142.52,Carnes Selectas,2025-05-12 08:00:00
1324,10,2,18.51,162.75,Lácteos del Valle,2025-05-12 08:00:00
1325,11,2,308.96,13.06,Panificadora San José,2025-05-12 08:00:00
1326,12,2,16.56,128.64,Lácteos del Valle,2025-05-12 08:00:00
1327,13,2,382.95,1.83,Insumos Generales Toluca,2025-05-12 08:00:00
1328,14,2,40.53,59.92,Insumos Generales Toluca,2025-05-12 08:00:00
1329,15,2,3573.05,1.35,Empaques y Desechables MX,2025-05-12 08:00:00
1330,16,2,2937.88,1.6,Empaques y Desechables MX,2025-05-12 08:00:00
1331,17,2,3173.52,0.86,Empaques y Desechables MX,2025-05-12 08:00:00
1332,18,2,40.77,21.85,Insumos Generales Toluca,2025-05-12 08:00:00
1333,1,1,18.17,222.78,Café Origen SA,2025-05-19 08:00:00
1334,2,1,330.38,25.99,Lácteos del Valle,2025-05-19 08:00:00
1335,3,1,62.99,44.94,Lácteos del Valle,2025-05-19 08:00:00
1336,4,1,4449.8,0.36,Distribuidora Sabores MX,2025-05-19 08:00:00
1337,5,1,4203.21,0.36,Distribuidora Sabores MX,2025-05-19 08:00:00
1338,6,1,12.06,195.04,Distribuidora Sabores MX,2025-05-19 08:00:00
1339,7,1,160.73,5.94,Insumos Generales Toluca,2025-05-19 08:00:00
1340,8,1,427.77,4.87,Panificadora San José,2025-05-19 08:00:00
1341,9,1,24.24,137.89,Carnes Selectas,2025-05-19 08:00:00
1342,10,1,16.35,174.49,Lácteos del Valle,2025-05-19 08:00:00
1343,11,1,257.32,13.11,Panificadora San José,2025-05-19 08:00:00
1344,12,1,15.47,127.53,Lácteos del Valle,2025-05-19 08:00:00
1345,13,1,487.28,1.85,Insumos Generales Toluca,2025-05-19 08:00:00
1346,14,1,51.84,54.39,Insumos Generales Toluca,2025-05-19 08:00:00
1347,15,1,2791.18,1.31,Empaques y Desechables MX,2025-05-19 08:00:00
1348,16,1,2514.07,1.54,Empaques y Desechables MX,2025-05-19 08:00:00
1349,17,1,2410.69,0.85,Empaques y Desechables MX,2025-05-19 08:00:00
1350,18,1,40.68,21.61,Insumos Generales Toluca,2025-05-19 08:00:00
1351,1,2,25.1,231.54,Café Origen SA,2025-05-19 08:00:00
1352,2,2,312.56,25.08,Lácteos del Valle,2025-05-19 08:00:00
1353,3,2,58.44,45.3,Lácteos del Valle,2025-05-19 08:00:00
1354,4,2,3188.25,0.37,Distribuidora Sabores MX,2025-05-19 08:00:00
1355,5,2,4398.93,0.36,Distribuidora Sabores MX,2025-05-19 08:00:00
1356,6,2,15.56,189.0,Distribuidora Sabores MX,2025-05-19 08:00:00
1357,7,2,194.1,6.13,Insumos Generales Toluca,2025-05-19 08:00:00
1358,8,2,366.77,4.86,Panificadora San José,2025-05-19 08:00:00
1359,9,2,25.28,136.42,Carnes Selectas,2025-05-19 08:00:00
1360,10,2,15.88,170.78,Lácteos del Valle,2025-05-19 08:00:00
1361,11,2,322.6,13.2,Panificadora San José,2025-05-19 08:00:00
1362,12,2,14.14,136.53,Lácteos del Valle,2025-05-19 08:00:00
1363,13,2,508.42,1.83,Insumos Generales Toluca,2025-05-19 08:00:00
1364,14,2,38.76,57.3,Insumos Generales Toluca,2025-05-19 08:00:00
1365,15,2,3346.59,1.23,Empaques y Desechables MX,2025-05-19 08:00:00
1366,16,2,3308.98,1.49,Empaques y Desechables MX,2025-05-19 08:00:00
1367,17,2,2816.81,0.81,Empaques y Desechables MX,2025-05-19 08:00:00
1368,18,2,27.19,23.98,Insumos Generales Toluca,2025-05-19 08:00:00
1369,1,1,19.87,232.25,Café Origen SA,2025-05-26 08:00:00
1370,2,1,300.3,23.69,Lácteos del Valle,2025-05-26 08:00:00
1371,3,1,56.07,47.88,Lácteos del Valle,2025-05-26 08:00:00
1372,4,1,4013.36,0.35,Distribuidora Sabores MX,2025-05-26 08:00:00
